date,file_dimension,file_down_url,file_format,file_size,file_stored_name,file_title_web,file_urls,root_url,time
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2003.xls?sfvrsn=28cef38a_2,XLS,81.50,2003,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2003.xls?sfvrsn=28cef38a_2,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:31:57
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/anuario-medio-ambiente-2009.pdf?sfvrsn=7b62bcbf_3,PDF,20.53,Informe Anual de Medio Ambiente 2009,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/anuario-medio-ambiente-2009.pdf?sfvrsn=7b62bcbf_3,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:31:57
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-ict-diciembre-de-2021.pdf?sfvrsn=1469f2b5_5,PDF,419.19,boletín-índice-de-costos-del-transporte-ict-diciembre-de-2021,BOLETINES / 2021,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-ict-diciembre-de-2021.pdf?sfvrsn=1469f2b5_5,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-costos-del-transporte,23:31:57
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/publicaciones-y-anuarios/base-2017/ine_estimaciones-y-proyecciones-de-poblaci%C3%B3n-1992-2050_base-2017_s%C3%ADntesis.pdf?sfvrsn=c623983e_6,PDF,1009.66,Estimaciones y proyecciones 1992-2050 base 2017 país síntesis,PUBLICACIONES Y ANUARIOS / Base 2017,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/publicaciones-y-anuarios/base-2017/ine_estimaciones-y-proyecciones-de-poblaci%C3%B3n-1992-2050_base-2017_s%C3%ADntesis.pdf?sfvrsn=c623983e_6,https://www.ine.gob.cl/estadisticas/sociales/demografia-y-vitales/proyecciones-de-poblacion,23:31:57
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2005.xls?sfvrsn=4f7fde5a_2,XLS,95.50,2005,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2005.xls?sfvrsn=4f7fde5a_2,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:31:57
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2008.pdf?sfvrsn=801908e2_2,PDF,21.79,Informe Anual de Medio Ambiente 2008,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2008.pdf?sfvrsn=801908e2_2,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:31:57
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-ict-noviembre-de-2021.pdf?sfvrsn=b34018f0_4,PDF,419.87,boletín-índice-de-costos-del-transporte-ict-noviembre-de-2021,BOLETINES / 2021,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-ict-noviembre-de-2021.pdf?sfvrsn=b34018f0_4,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-costos-del-transporte,23:31:57
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/publicaciones-y-anuarios/base-2017/ine_estimaciones-y-proyecciones-2002-2035_base-2017_reg_%C3%A1rea_s%C3%ADntesis.pdf?sfvrsn=aaeb88e7_5,PDF,1.00,Estimaciones y proyecciones 2002-2035 base 2017 región área síntesis,PUBLICACIONES Y ANUARIOS / Base 2017,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/publicaciones-y-anuarios/base-2017/ine_estimaciones-y-proyecciones-2002-2035_base-2017_reg_%C3%A1rea_s%C3%ADntesis.pdf?sfvrsn=aaeb88e7_5,https://www.ine.gob.cl/estadisticas/sociales/demografia-y-vitales/proyecciones-de-poblacion,23:31:57
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2006.xls?sfvrsn=f03c83d_2,XLS,110.00,2006,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2006.xls?sfvrsn=f03c83d_2,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:31:57
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2007.pdf?sfvrsn=f75cf238_4,PDF,26.09,Informe Anual de Medio Ambiente 2007,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2007.pdf?sfvrsn=f75cf238_4,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:31:57
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-octubre-de-2021.pdf?sfvrsn=2266ea25_5,PDF,420.50,boletín-índice-de-costos-del-transporte-(ict)-octubre-de-2021,BOLETINES / 2021,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-octubre-de-2021.pdf?sfvrsn=2266ea25_5,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-costos-del-transporte,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-agosto-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-agosto-2022.pdf,Boletín sectores económicos Índice de Producción Industrial (IPI) agosto 2022,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-agosto-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/industria-manufacturera/ipi,23:31:58
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/publicaciones-y-anuarios/base-2017/estimaciones-y-proyecciones-2002-2035_base-2017_reg_%C3%A1rea_infograf%C3%ADa.pdf?sfvrsn=5d8b3bcc_5,PDF,2.90,Estimaciones y proyecciones 2002-2035 base 2017 región área infografía,PUBLICACIONES Y ANUARIOS / Base 2017,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/publicaciones-y-anuarios/base-2017/estimaciones-y-proyecciones-2002-2035_base-2017_reg_%C3%A1rea_infograf%C3%ADa.pdf?sfvrsn=5d8b3bcc_5,https://www.ine.gob.cl/estadisticas/sociales/demografia-y-vitales/proyecciones-de-poblacion,23:31:58
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2007.xls?sfvrsn=84fc3240_2,XLS,104.00,2007,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/2007.xls?sfvrsn=84fc3240_2,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:31:58
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2006.pdf?sfvrsn=6c2a90_2,PDF,7.83,Informe Anual de Medio Ambiente 2006,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2006.pdf?sfvrsn=6c2a90_2,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:31:58
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-septiembre-de-2021.pdf?sfvrsn=ac986616_4,PDF,419.29,boletín-índice-de-costos-del-transporte-(ict)-septiembre-de-2021,BOLETINES / 2021,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-septiembre-de-2021.pdf?sfvrsn=ac986616_4,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-costos-del-transporte,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-octubre-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-octubre-2022.pdf,Boletín sectores económicos Índice de Producción Industrial (IPI) octubre 2022,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-octubre-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/industria-manufacturera/ipi,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/encuesta-anual-de-electricidad-gas-y-agua/publicaciones/anuarios/anuario-2006.pdf,pdf,,anuario-2006.pdf,Anuario 2006,http://www.ine.gob.cl/docs/default-source/encuesta-anual-de-electricidad-gas-y-agua/publicaciones/anuarios/anuario-2006.pdf,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/encuesta-anual-de-electricidad-gas-y-agua,23:31:58
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/infografias/base-2017/ine_estimaciones-y-proyecciones-2002-2035_base-2017_reg_%C3%A1rea_infograf%C3%ADa.pdf?sfvrsn=1aae9c0_6,PDF,2.90,Estimaciones y proyecciones 2002-2035 base 2017 regiones área infografía,INFOGRAFÍAS / Base 2017,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/infografias/base-2017/ine_estimaciones-y-proyecciones-2002-2035_base-2017_reg_%C3%A1rea_infograf%C3%ADa.pdf?sfvrsn=1aae9c0_6,https://www.ine.gob.cl/estadisticas/sociales/demografia-y-vitales/proyecciones-de-poblacion,23:31:58
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/indice-de-precios-al-por-mayor-general-por-destino-econ%C3%B3mico.xls?sfvrsn=19d152bd_4,XLS,22.00,Indice de Precios al por Mayor General por Destino Económico,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/indice-de-precios-al-por-mayor-general-por-destino-econ%C3%B3mico.xls?sfvrsn=19d152bd_4,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:31:58
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2005.pdf?sfvrsn=3f437c2f_2,PDF,18.23,Informe Anual de Medio Ambiente 2005,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2005.pdf?sfvrsn=3f437c2f_2,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/inventarios-de-la-industria-manufacturera/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-agosto-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-agosto-2022.pdf,Boletín sectores económicos Índice de Inventarios agosto 2022,http://www.ine.gob.cl/docs/default-source/inventarios-de-la-industria-manufacturera/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-agosto-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/mineria/inventarios-de-la-mineria-del-cobre,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-agosto-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-agosto-2022.pdf,Boletín sectores económicos Índice de Producción Industrial (IPI) agosto 2022,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-agosto-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/industria-manufacturera/produccion-de-la-industria-manufacturera,23:31:58
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-agosto-de-2021.pdf?sfvrsn=bcf53b9e_4,PDF,419.14,boletín-índice-de-costos-del-transporte-(ict)-agosto-de-2021,BOLETINES / 2021,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-agosto-de-2021.pdf?sfvrsn=bcf53b9e_4,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-costos-del-transporte,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-septiembre-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-septiembre-2022.pdf,Boletín sectores económicos Índice de Producción Industrial (IPI) septiembre 2022,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-septiembre-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/industria-manufacturera/ipi,23:31:58
2022-12-01,,http://www.ine.gob.cl/docs/default-source/encuesta-anual-de-electricidad-gas-y-agua/publicaciones/anuarios/anuario-2007.pdf,pdf,,anuario-2007.pdf,Anuario 2007,http://www.ine.gob.cl/docs/default-source/encuesta-anual-de-electricidad-gas-y-agua/publicaciones/anuarios/anuario-2007.pdf,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/encuesta-anual-de-electricidad-gas-y-agua,23:31:58
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/metodologia/proyecci%C3%B3n-base-2017/estimaciones-y-proyecciones-2002-2035-comunas-y-%C3%A1rea-metodolog%C3%ADa.pdf?sfvrsn=71c4ebf1_4,PDF,447.76,Estimaciones y proyecciones 2002-2035 comunas y área metodología,METODOLOGÍAS / Proyección base 2017,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/metodologia/proyecci%C3%B3n-base-2017/estimaciones-y-proyecciones-2002-2035-comunas-y-%C3%A1rea-metodolog%C3%ADa.pdf?sfvrsn=71c4ebf1_4,https://www.ine.gob.cl/estadisticas/sociales/demografia-y-vitales/proyecciones-de-poblacion,23:31:59
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/indice-de-precios-al-por-mayor-general-y-sectorial.xls?sfvrsn=39d453e2_2,XLS,25.00,Indice de Precios al por Mayor General y Sectorial,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/indice-de-precios-al-por-mayor-general-y-sectorial.xls?sfvrsn=39d453e2_2,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:31:59
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2000-2004.pdf?sfvrsn=ba15a746_2,PDF,7.33,Informe Anual de Medio Ambiente 2000-2004,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-2000-2004.pdf?sfvrsn=ba15a746_2,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:31:59
2022-12-01,,http://www.ine.gob.cl/docs/default-source/inventarios-de-la-industria-manufacturera/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-julio-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-julio-2022.pdf,Boletín sectores económicos Índice de Inventarios julio 2022,http://www.ine.gob.cl/docs/default-source/inventarios-de-la-industria-manufacturera/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-julio-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/mineria/inventarios-de-la-mineria-del-cobre,23:31:59
2022-12-01,,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-octubre-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-octubre-2022.pdf,Boletín sectores económicos Índice de Producción Industrial (IPI) octubre 2022,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-octubre-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/industria-manufacturera/produccion-de-la-industria-manufacturera,23:31:59
2022-12-01,,http://www.ine.gob.cl/docs/default-source/estructura-del-transporte-por-carretera/publicaciones-y-anuarios/documentos/anuario-transporte-por-carretera-2008.pdf,pdf,,anuario-transporte-por-carretera-2008.pdf,Anuario Transporte por Carretera 2008,http://www.ine.gob.cl/docs/default-source/estructura-del-transporte-por-carretera/publicaciones-y-anuarios/documentos/anuario-transporte-por-carretera-2008.pdf,https://www.ine.gob.cl/estadisticas/economia/transporte-y-comunicaciones/estructura-del-transporte-por-carretera,23:31:59
2022-12-01,,http://www.ine.gob.cl/docs/default-source/permisos-de-edificacion/boletines/2018/espa%C3%B1ol/bolet%C3%ADn-sectores-econ%C3%B3micos-permisos-de-edificaci%C3%B3n-autorizada-diciembre-2018.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-permisos-de-edificaci%C3%B3n-autorizada-diciembre-2018.pdf,Boletín sectores económicos Permisos de Edificación Autorizada diciembre 2018,http://www.ine.gob.cl/docs/default-source/permisos-de-edificacion/boletines/2018/espa%C3%B1ol/bolet%C3%ADn-sectores-econ%C3%B3micos-permisos-de-edificaci%C3%B3n-autorizada-diciembre-2018.pdf,https://www.ine.gob.cl/estadisticas/economia/edificacion-y-construccion/permisos-de-edificacion,23:31:59
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-julio-de-2021.pdf?sfvrsn=9868225a_4,PDF,419.91,boletín-índice-de-costos-del-transporte-(ict)-julio-de-2021,BOLETINES / 2021,https://www.ine.gob.cl/docs/default-source/indice-de-costos-del-transporte/boletines/2021/bolet%C3%ADn-%C3%ADndice-de-costos-del-transporte-(ict)-julio-de-2021.pdf?sfvrsn=9868225a_4,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-costos-del-transporte,23:31:59
2022-12-01,,http://www.ine.gob.cl/docs/default-source/encuesta-anual-de-electricidad-gas-y-agua/publicaciones/anuarios/anuario-2009.pdf,pdf,,anuario-2009.pdf,Anuario 2009,http://www.ine.gob.cl/docs/default-source/encuesta-anual-de-electricidad-gas-y-agua/publicaciones/anuarios/anuario-2009.pdf,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/encuesta-anual-de-electricidad-gas-y-agua,23:32:21
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/metodologia/proyecci%C3%B3n-base-2017/estimaciones-y-proyecciones-2002-2035-comunas-metodolog%C3%ADa.pdf?sfvrsn=9459d1b0_4,PDF,186.41,Estimaciones y proyecciones 2002-2035 comunas metodología,METODOLOGÍAS / Proyección base 2017,https://www.ine.gob.cl/docs/default-source/proyecciones-de-poblacion/metodologia/proyecci%C3%B3n-base-2017/estimaciones-y-proyecciones-2002-2035-comunas-metodolog%C3%ADa.pdf?sfvrsn=9459d1b0_4,https://www.ine.gob.cl/estadisticas/sociales/demografia-y-vitales/proyecciones-de-poblacion,23:32:21
2022-12-01,KB,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/indice-de-precios-al-por-mayor-por-origen-y-sectores.xls?sfvrsn=fee19e5d_2,XLS,23.00,Indice de Precios al por Mayor por Origen y Sectores,CUADROS ESTADÍSTICOS / Base junio 1992=100,https://www.ine.gob.cl/docs/default-source/indice-de-precios-al-por-mayor/cuadros-estadisticos/base-junio-1992-100/indice-de-precios-al-por-mayor-por-origen-y-sectores.xls?sfvrsn=fee19e5d_2,https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-e-inflacion/indice-de-precios-al-por-mayor,23:32:21
2022-12-01,MB,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-1999-2003.pdf?sfvrsn=d857a57c_2,PDF,9.32,Informe Anual de Medio Ambiente 1999-2003,PUBLICACIONES / Informe anual de medio ambiente,https://www.ine.gob.cl/docs/default-source/variables-basicas-ambientales/publicaciones-y-anuarios/informe-anual-de-medio-ambiente/informe-anual-de-medio-ambiente-1999-2003.pdf?sfvrsn=d857a57c_2,https://www.ine.gob.cl/estadisticas/economia/energia-y-medioambiente/variables-basicas-ambientales,23:32:21
2022-12-01,,http://www.ine.gob.cl/docs/default-source/inventarios-de-la-industria-manufacturera/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-septiembre-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-septiembre-2022.pdf,Boletín sectores económicos Índice de Inventarios septiembre 2022,http://www.ine.gob.cl/docs/default-source/inventarios-de-la-industria-manufacturera/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-inventarios-septiembre-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/mineria/inventarios-de-la-mineria-del-cobre,23:32:21
2022-12-01,,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-septiembre-2022.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-septiembre-2022.pdf,Boletín sectores económicos Índice de Producción Industrial (IPI) septiembre 2022,http://www.ine.gob.cl/docs/default-source/indice-de-produccion-industrial/boletines/2022/bolet%C3%ADn-sectores-econ%C3%B3micos-%C3%ADndice-de-producci%C3%B3n-industrial-(ipi)-septiembre-2022.pdf,https://www.ine.gob.cl/estadisticas/economia/industria-manufacturera/produccion-de-la-industria-manufacturera,23:32:21
2022-12-01,,http://www.ine.gob.cl/docs/default-source/estructura-del-transporte-por-carretera/publicaciones-y-anuarios/documentos/anuario-transporte-por-carretera-2009.pdf,pdf,,anuario-transporte-por-carretera-2009.pdf,Anuario Transporte por Carretera 2009,http://www.ine.gob.cl/docs/default-source/estructura-del-transporte-por-carretera/publicaciones-y-anuarios/documentos/anuario-transporte-por-carretera-2009.pdf,https://www.ine.gob.cl/estadisticas/economia/transporte-y-comunicaciones/estructura-del-transporte-por-carretera,23:32:21
2022-12-01,,http://www.ine.gob.cl/docs/default-source/permisos-de-edificacion/boletines/2018/espa%C3%B1ol/bolet%C3%ADn-sectores-econ%C3%B3micos-permisos-de-edificaci%C3%B3n-autorizada-noviembre-2018.pdf,pdf,,bolet%C3%ADn-sectores-econ%C3%B3micos-permisos-de-edificaci%C3%B3n-autorizada-noviembre-2018.pdf,Boletín sectores económicos Permisos de Edificación Autorizada noviembre 2018,http://www.ine.gob.cl/docs/default-source/permisos-de-edificacion/boletines/2018/espa%C3%B1ol/bolet%C3%ADn-sectores-econ%C3%B3micos-permisos-de-edificaci%C3%B3n-autorizada-noviembre-2018.pdf,https://www.ine.gob.cl/estadisticas/economia/edificacion-y-construccion/permisos-de-edificacion,23:32:21
